	word	anim	inan	concr	abstr
9532	suburban_ADJ	0.18942001461982727	0.2568065226078033	0.22060468792915344	0.1710633486509323
9533	whitish_ADJ	0.3701328039169312	0.3645128309726715	0.37129873037338257	0.23632049560546875
9534	accounting_NOUN	0.08556507527828218	0.15391501784324646	0.148275226354599	0.2088387757539749
9535	autumn_NOUN	0.2459661066532135	0.3097861111164093	0.25908103585243225	0.17261049151420593
9536	backcountry_NOUN	0.292095959186554	0.2453857958316803	0.28503406047821045	0.2004905641078949
9537	bit_NOUN	0.2448868006467819	0.2669591307640076	0.2648189961910248	0.2719716429710388
9538	borrower_NOUN	0.2158170640468597	0.16858987510204315	0.2055360972881317	0.17193500697612762
9539	bro_NOUN	0.2910868525505066	0.21557192504405973	0.2610366642475128	0.20578360557556152
9540	callback_NOUN	0.18467539548873899	0.217515230178833	0.2091219425201416	0.14197655022144318
9541	callus_NOUN	0.2781423628330231	0.3342793583869934	0.30290836095809937	0.22506122291088104
9542	confederate_NOUN	0.1954510062932968	0.21256475150585172	0.2035740613937378	0.20273764431476596
9543	design_NOUN	0.1970967948436737	0.2972457706928253	0.2791533470153809	0.24633005261421204
9544	fever_NOUN	0.23004250228405	0.17706593871116638	0.19695045053958893	0.2144990712404251
9545	fleabag_NOUN	0.3143670856952667	0.3333135843276977	0.3161142766475677	0.22006969153881076
9546	gratuity_NOUN	0.18698343634605408	0.22307202219963074	0.22200408577919006	0.20435583591461184
9547	informant_NOUN	0.18469937145709991	0.1460879147052765	0.16064856946468353	0.17496351897716522
9548	jeering_NOUN	0.17959162592887878	0.20512917637825007	0.19815456867218015	0.27833572030067444
9549	joyride_NOUN	0.21760110557079315	0.1879003345966339	0.19940829277038571	0.19199715554714206
9550	lowlife_NOUN	0.3694290220737457	0.2715597748756409	0.3353565037250519	0.28139156103134155
9551	lunatic_NOUN	0.3310320973396301	0.21222975850105288	0.2987886965274811	0.29191333055496216
9552	modulator_NOUN	0.19258618354797366	0.27204716205596924	0.2359038293361664	0.2255759984254837
9553	molecule_NOUN	0.3073459565639496	0.3044780790805817	0.30382272601127625	0.2124834805727005
9554	monochrome_NOUN	0.26157283782958984	0.37241068482398987	0.3368575572967529	0.2321539670228958
9555	quotation_NOUN	0.17129260301589966	0.22919321060180664	0.20580582320690155	0.2407537400722504
9556	racketeer_NOUN	0.2258855104446411	0.17522519826889038	0.20694927871227264	0.1792687475681305
9557	sipper_NOUN	0.25560060143470764	0.3135964870452881	0.298348605632782	0.22422394156455994
9558	spurt_NOUN	0.19954104721546173	0.19089055061340326	0.2071944922208786	0.18093226850032806
9559	stuffer_NOUN	0.2470936328172684	0.2878129184246063	0.2750875651836395	0.18624332547187805
9560	tart_NOUN	0.3734135031700134	0.4959546029567719	0.4699550569057465	0.2240338623523712
9561	walkabout_NOUN	0.20991888642311096	0.1782313585281372	0.19262030720710754	0.19023756682872767
9562	westerner_NOUN	0.2823196649551392	0.1874297857284546	0.2586304843425751	0.188853919506073
9563	aim_VERB	0.10754485428333282	0.10679095983505248	0.09473122656345367	0.1951916515827179
9564	douse_VERB	0.1891411244869232	0.2543517649173737	0.2400281131267548	0.15908809006214142
9565	gape_VERB	0.2340389043092728	0.3318125605583191	0.3071528077125549	0.2075556069612503
9566	sag_VERB	0.17944678664207458	0.1869581639766693	0.1913299709558487	0.2346608638763428
9567	unchain_VERB	0.18618758022785187	0.2306596487760544	0.19849739968776706	0.1920067667961121
9568	malnourished_ADJ	0.3349551558494568	0.24970562756061554	0.30593663454055786	0.18002010881900787
9569	microbial_ADJ	0.37878477573394775	0.2292855679988861	0.3348701298236847	0.21777692437171936
9570	monochromatic_ADJ	0.2616698443889618	0.360063374042511	0.3478561043739319	0.27162426710128784
9571	moped_ADJ	0.265887051820755	0.289282500743866	0.2670209109783173	0.1551862508058548
9572	multiple_ADJ	0.1445104032754898	0.16724012792110446	0.14482972025871274	0.2149321287870407
9573	reburial_ADJ	0.19620129466056824	0.22914378345012665	0.2060108482837677	0.17862839996814728
9574	slimy_ADJ	0.3997112214565277	0.331636905670166	0.3676969707012177	0.2626221477985382
9575	smudgy_ADJ	0.312028706073761	0.3790310025215149	0.3611909747123718	0.27961519360542303
9576	windblown_ADJ	0.2910195589065552	0.3296303451061249	0.3031288683414459	0.1974906325340271
9577	grindingly_ADV	0.21439597010612488	0.19707392156124115	0.21132922172546387	0.2683407962322235
9578	accent_NOUN	0.2704010307788849	0.3401837944984436	0.319446474313736	0.31551700830459595
9579	accident_NOUN	0.2146752327680588	0.18363593518733975	0.20267482101917267	0.16825059056282046
9580	alignment_NOUN	0.14689354598522186	0.17901337146759033	0.17236952483654022	0.2488069087266922
9581	background_NOUN	0.12371504306793213	0.18647705018520355	0.1681407392024994	0.23623815178871155
9582	bottling_NOUN	0.3108332753181457	0.3805344998836517	0.365350067615509	0.1946263164281845
9583	cheapskate_NOUN	0.2475182116031647	0.22615769505500796	0.2377191334962845	0.2566704750061035
